MemoryType,BlockSize,ElementType,BufferSize,LaunchNum,Timer,WriteTime,AverageWriteTime,WriteBandwidth,AbsError(write),RelError(write),ReadTime,AverageReadTime,ReadBandwidth,AbsError(read),RelError(read)
RAM,64/1b,c,1,2,std::chrono::system_clock::now(),0.000003,0.000007,8.719931,0.000004,63.483106,0.000001,0.000001,77.259691,0.000000,22.025316
RAM,64/1b,c,1,3,std::chrono::system_clock::now(),0.000002,0.000005,11.782091,0.000004,85.857035,0.000001,0.000001,87.694190,0.000000,27.954912
RAM,64/1b,c,1,4,std::chrono::system_clock::now(),0.000001,0.000004,14.389993,0.000004,98.573224,0.000000,0.000001,96.156213,0.000000,31.369005
RAM,64/1b,c,1,5,std::chrono::system_clock::now(),0.000001,0.000004,16.634459,0.000004,106.585411,0.000001,0.000001,99.438182,0.000000,29.807131
RAM,64/1b,c,1,6,std::chrono::system_clock::now(),0.000001,0.000003,18.595995,0.000004,111.922508,0.000001,0.000001,101.923445,0.000000,28.444537
RAM,64/1b,c,1,7,std::chrono::system_clock::now(),0.000001,0.000003,20.311200,0.000003,115.410535,0.000000,0.000001,104.640238,0.000000,27.813688
RAM,64/1b,c,1,8,std::chrono::system_clock::now(),0.000001,0.000003,21.813851,0.000003,117.584067,0.000000,0.000001,107.979047,0.000000,28.143433
RAM,64/1b,c,1,9,std::chrono::system_clock::now(),0.000001,0.000003,23.110623,0.000003,118.647060,0.000001,0.000001,109.186326,0.000000,27.016274
RAM,64/1b,c,1,10,std::chrono::system_clock::now(),0.000001,0.000003,24.359497,0.000003,119.743526,0.000000,0.000001,110.771608,0.000000,26.364308
HDD,4/1Mb,c,1,1,std::chrono::system_clock::now(),0.478661,0.478661,8.356640,0.000000,0.000000,0.430609,0.430609,9.289166,0.000000,0.000000
HDD,4/1Mb,c,1,2,std::chrono::system_clock::now(),0.480807,0.479734,8.337951,0.001073,0.223645,0.430894,0.430751,9.286098,0.000142,0.033026
HDD,4/1Mb,c,1,3,std::chrono::system_clock::now(),0.486728,0.482066,8.297626,0.003411,0.707679,0.431967,0.431157,9.277369,0.000585,0.135643
HDD,4/1Mb,c,1,4,std::chrono::system_clock::now(),0.485701,0.482974,8.282011,0.003348,0.693135,0.434614,0.432021,9.258810,0.001580,0.365785
HDD,4/1Mb,c,1,5,std::chrono::system_clock::now(),0.472458,0.480871,8.318237,0.005163,1.073779,0.431558,0.431928,9.260795,0.001426,0.330035
HDD,4/1Mb,c,1,6,std::chrono::system_clock::now(),0.492618,0.482829,8.284507,0.006433,1.332354,0.432772,0.432069,9.257782,0.001339,0.309840
HDD,4/1Mb,c,1,7,std::chrono::system_clock::now(),0.476599,0.481939,8.299806,0.006342,1.315977,0.430941,0.431908,9.261237,0.001301,0.301168
HDD,4/1Mb,c,1,8,std::chrono::system_clock::now(),0.479390,0.481620,8.305296,0.005992,1.244167,0.435225,0.432322,9.252355,0.001638,0.378941
HDD,4/1Mb,c,1,9,std::chrono::system_clock::now(),0.610273,0.495915,8.065896,0.040824,8.232120,0.434368,0.432550,9.247494,0.001673,0.386764
HDD,4/1Mb,c,1,10,std::chrono::system_clock::now(),0.481679,0.494492,8.089117,0.038964,7.879633,0.430528,0.432347,9.251818,0.001699,0.392974
HDD,8/1Mb,c,1,1,std::chrono::system_clock::now(),0.934352,0.934352,8.562087,0.000000,0.000000,0.908177,0.908177,8.808856,0.000000,0.000000
HDD,8/1Mb,c,1,2,std::chrono::system_clock::now(),0.956975,0.945663,8.459670,0.011312,1.196169,0.927721,0.917949,8.715080,0.009772,1.064562
HDD,8/1Mb,c,1,3,std::chrono::system_clock::now(),0.966798,0.952708,8.397113,0.013586,1.425992,0.942359,0.926086,8.638509,0.014003,1.512019
HDD,8/1Mb,c,1,4,std::chrono::system_clock::now(),0.968453,0.956644,8.362564,0.013598,1.421421,0.886007,0.916066,8.732995,0.021172,2.311154
HDD,8/1Mb,c,1,5,std::chrono::system_clock::now(),0.937693,0.952854,8.395829,0.014331,1.504051,0.899664,0.912786,8.764380,0.020041,2.195570
HDD,8/1Mb,c,1,6,std::chrono::system_clock::now(),0.930065,0.949056,8.429430,0.015598,1.643504,0.910242,0.912362,8.768453,0.018319,2.007895
HDD,8/1Mb,c,1,7,std::chrono::system_clock::now(),0.930591,0.946418,8.452925,0.015820,1.671610,0.936790,0.915851,8.735042,0.018993,2.073774
HDD,8/1Mb,c,1,8,std::chrono::system_clock::now(),0.969736,0.949333,8.426971,0.016687,1.757808,0.886213,0.912147,8.770520,0.020291,2.224486
HDD,8/1Mb,c,1,9,std::chrono::system_clock::now(),0.945477,0.948904,8.430776,0.015780,1.662935,0.879053,0.908470,8.806019,0.021774,2.396829
HDD,8/1Mb,c,1,10,std::chrono::system_clock::now(),0.956207,0.949635,8.424293,0.015129,1.593176,0.929332,0.910556,8.785842,0.021584,2.370467
HDD,12/1Mb,c,1,1,std::chrono::system_clock::now(),1.382047,1.382047,8.682770,0.000000,0.000000,1.357430,1.357430,8.840237,0.000000,0.000000
HDD,12/1Mb,c,1,2,std::chrono::system_clock::now(),1.404794,1.393421,8.611900,0.011373,0.816213,1.458065,1.407748,8.524256,0.050318,3.574352
HDD,12/1Mb,c,1,3,std::chrono::system_clock::now(),1.426982,1.404608,8.543309,0.018345,1.306061,1.337490,1.384328,8.668464,0.052772,3.812075
HDD,12/1Mb,c,1,4,std::chrono::system_clock::now(),1.381124,1.398737,8.579168,0.018863,1.348566,1.312219,1.366301,8.782838,0.055350,4.051068
HDD,12/1Mb,c,1,5,std::chrono::system_clock::now(),1.388823,1.396754,8.591346,0.017331,1.240821,1.397497,1.372540,8.742914,0.051055,3.719730
HDD,12/1Mb,c,1,6,std::chrono::system_clock::now(),1.402066,1.397640,8.585905,0.015945,1.140818,1.329001,1.365284,8.789383,0.049350,3.614649
HDD,12/1Mb,c,1,7,std::chrono::system_clock::now(),1.382235,1.395439,8.599445,0.015715,1.126182,1.328295,1.360000,8.823532,0.047487,3.491719
HDD,12/1Mb,c,1,8,std::chrono::system_clock::now(),1.390416,1.394811,8.603316,0.014794,1.060628,1.338207,1.357275,8.841241,0.045001,3.315558
HDD,12/1Mb,c,1,9,std::chrono::system_clock::now(),1.374983,1.392608,8.616926,0.015276,1.096963,1.357221,1.357269,8.841280,0.042428,3.125952
HDD,12/1Mb,c,1,10,std::chrono::system_clock::now(),1.368121,1.390159,8.632104,0.016248,1.168784,1.363926,1.357935,8.836946,0.040300,2.967731
HDD,16/1Mb,c,1,1,std::chrono::system_clock::now(),1.919336,1.919336,8.336217,0.000000,0.000000,1.853820,1.853820,8.630829,0.000000,0.000000
HDD,16/1Mb,c,1,2,std::chrono::system_clock::now(),1.909935,1.914635,8.356682,0.004700,0.245499,1.893302,1.873561,8.539888,0.019741,1.053676
HDD,16/1Mb,c,1,3,std::chrono::system_clock::now(),1.890761,1.906677,8.391561,0.011891,0.623634,1.874967,1.874030,8.537752,0.016132,0.860835
HDD,16/1Mb,c,1,4,std::chrono::system_clock::now(),2.059121,1.944788,8.227116,0.066808,3.435258,1.942714,1.891201,8.460234,0.032859,1.737481
HDD,16/1Mb,c,1,5,std::chrono::system_clock::now(),1.900324,1.935896,8.264909,0.062346,3.220529,1.925644,1.898089,8.429529,0.032459,1.710100
HDD,16/1Mb,c,1,6,std::chrono::system_clock::now(),1.876539,1.926003,8.307361,0.061062,3.170382,1.888232,1.896446,8.436832,0.029858,1.574416
HDD,16/1Mb,c,1,7,std::chrono::system_clock::now(),1.927808,1.926261,8.306249,0.056536,2.934994,1.941367,1.902864,8.408379,0.031800,1.671155
HDD,16/1Mb,c,1,8,std::chrono::system_clock::now(),1.908681,1.924063,8.315735,0.053203,2.765130,1.903679,1.902966,8.407929,0.029747,1.563203
HDD,16/1Mb,c,1,9,std::chrono::system_clock::now(),1.892005,1.920501,8.331158,0.051162,2.663987,1.867934,1.899073,8.425163,0.030129,1.586535
HDD,16/1Mb,c,1,10,std::chrono::system_clock::now(),1.910266,1.919478,8.335600,0.048633,2.533682,1.921089,1.901275,8.415407,0.029336,1.542989
HDD,20/1Mb,c,1,1,std::chrono::system_clock::now(),2.340133,2.340133,8.546524,0.000000,0.000000,2.438305,2.438305,8.202418,0.000000,0.000000
HDD,20/1Mb,c,1,2,std::chrono::system_clock::now(),2.464342,2.402237,8.325572,0.062104,2.585277,2.422438,2.430372,8.229194,0.007934,0.326442
HDD,20/1Mb,c,1,3,std::chrono::system_clock::now(),2.395488,2.399988,8.333376,0.050808,2.117003,2.345926,2.402223,8.325622,0.040332,1.678930
HDD,20/1Mb,c,1,4,std::chrono::system_clock::now(),2.388640,2.397151,8.343239,0.044274,1.846958,2.432164,2.409708,8.299759,0.037257,1.546115
HDD,20/1Mb,c,1,5,std::chrono::system_clock::now(),2.619793,2.441679,8.191084,0.097465,3.991703,2.658268,2.459420,8.131998,0.104860,4.263592
HDD,20/1Mb,c,1,6,std::chrono::system_clock::now(),2.344198,2.425432,8.245953,0.096104,3.962336,2.431990,2.454849,8.147142,0.096268,3.921530
HDD,20/1Mb,c,1,7,std::chrono::system_clock::now(),2.826859,2.482779,8.055489,0.166278,6.697258,2.217052,2.420878,8.261467,0.121933,5.036728
HDD,20/1Mb,c,1,8,std::chrono::system_clock::now(),2.306174,2.460703,8.127757,0.166144,6.751872,2.136962,2.385388,8.384380,0.147735,6.193348
HDD,20/1Mb,c,1,9,std::chrono::system_clock::now(),2.225919,2.434616,8.214847,0.173150,7.112003,2.097738,2.353427,8.498245,0.166051,7.055690
HDD,20/1Mb,c,1,10,std::chrono::system_clock::now(),2.213426,2.412497,8.290165,0.177161,7.343477,2.078924,2.325977,8.598539,0.177756,7.642207
HDD,24/1Mb,c,1,1,std::chrono::system_clock::now(),2.633595,2.633595,9.113017,0.000000,0.000000,2.499944,2.499944,9.600215,0.000000,0.000000
HDD,24/1Mb,c,1,2,std::chrono::system_clock::now(),2.616182,2.624888,9.143246,0.008707,0.331708,2.489979,2.494962,9.619386,0.004982,0.199695
HDD,24/1Mb,c,1,3,std::chrono::system_clock::now(),2.617142,2.622306,9.152249,0.007992,0.304778,2.469406,2.486443,9.652342,0.012715,0.511383
HDD,24/1Mb,c,1,4,std::chrono::system_clock::now(),2.617928,2.621212,9.156071,0.007176,0.273784,2.477596,2.484231,9.660935,0.011659,0.469322
HDD,24/1Mb,c,1,5,std::chrono::system_clock::now(),2.625736,2.622117,9.152911,0.006669,0.254338,2.510796,2.489544,9.640318,0.014888,0.598025
HDD,24/1Mb,c,1,6,std::chrono::system_clock::now(),2.650844,2.626904,9.136229,0.012316,0.468841,2.586432,2.505692,9.578191,0.038581,1.539736
HDD,24/1Mb,c,1,7,std::chrono::system_clock::now(),2.644062,2.629356,9.127712,0.012887,0.490103,2.488339,2.503213,9.587677,0.036232,1.447404
HDD,24/1Mb,c,1,8,std::chrono::system_clock::now(),2.619193,2.628085,9.132124,0.012514,0.476165,2.508145,2.503830,9.585316,0.033931,1.355155
HDD,24/1Mb,c,1,9,std::chrono::system_clock::now(),2.618032,2.626968,9.136007,0.012214,0.464949,2.488925,2.502174,9.591660,0.032331,1.292131
HDD,24/1Mb,c,1,10,std::chrono::system_clock::now(),2.621462,2.626418,9.137922,0.011704,0.445643,2.477305,2.499687,9.601203,0.031567,1.262820
HDD,28/1Mb,c,1,1,std::chrono::system_clock::now(),3.303279,3.303279,8.476427,0.000000,0.000000,3.053945,3.053945,9.168470,0.000000,0.000000
HDD,28/1Mb,c,1,2,std::chrono::system_clock::now(),3.097784,3.200531,8.748547,0.102747,3.210320,2.935684,2.994814,9.349494,0.059130,1.974424
HDD,28/1Mb,c,1,3,std::chrono::system_clock::now(),3.108602,3.169888,8.833119,0.094425,2.978803,2.927746,2.972458,9.419813,0.057711,1.941516
HDD,28/1Mb,c,1,4,std::chrono::system_clock::now(),3.102414,3.153020,8.880376,0.086837,2.754089,2.928932,2.961577,9.454423,0.053415,1.803588
HDD,28/1Mb,c,1,5,std::chrono::system_clock::now(),3.109624,3.144340,8.904888,0.079585,2.531070,2.925824,2.954426,9.477306,0.049870,1.687979
HDD,28/1Mb,c,1,6,std::chrono::system_clock::now(),3.105584,3.137881,8.923219,0.074073,2.360609,2.927457,2.949931,9.491747,0.046621,1.580417
HDD,28/1Mb,c,1,7,std::chrono::system_clock::now(),3.111112,3.134057,8.934107,0.069215,2.208484,2.928569,2.946879,9.501576,0.043805,1.486501
HDD,28/1Mb,c,1,8,std::chrono::system_clock::now(),3.116912,3.131914,8.940221,0.064993,2.075174,2.926940,2.944387,9.509619,0.041503,1.409578
HDD,28/1Mb,c,1,9,std::chrono::system_clock::now(),3.117101,3.130268,8.944921,0.061452,1.963163,2.937174,2.943586,9.512209,0.039195,1.331553
HDD,28/1Mb,c,1,10,std::chrono::system_clock::now(),3.121988,3.129440,8.947288,0.058352,1.864603,2.934018,2.942629,9.515301,0.037295,1.267392
HDD,32/1Mb,c,1,1,std::chrono::system_clock::now(),3.480970,3.480970,9.192839,0.000000,0.000000,3.258955,3.258955,9.819098,0.000000,0.000000
HDD,32/1Mb,c,1,2,std::chrono::system_clock::now(),3.483342,3.482156,9.189708,0.001186,0.034052,3.247900,3.253428,9.835780,0.005527,0.169892
HDD,32/1Mb,c,1,3,std::chrono::system_clock::now(),3.475778,3.480030,9.195323,0.003159,0.090774,3.245475,3.250777,9.843801,0.005867,0.180485
HDD,32/1Mb,c,1,4,std::chrono::system_clock::now(),3.471071,3.477790,9.201245,0.004747,0.136494,3.246673,3.249751,9.846909,0.005383,0.165639
HDD,32/1Mb,c,1,5,std::chrono::system_clock::now(),3.472799,3.476792,9.203887,0.004692,0.134948,3.247569,3.249314,9.848231,0.004893,0.150586
HDD,32/1Mb,c,1,6,std::chrono::system_clock::now(),3.477265,3.476871,9.203678,0.004287,0.123291,3.254467,3.250173,9.845629,0.004862,0.149590
HDD,32/1Mb,c,1,7,std::chrono::system_clock::now(),3.472531,3.476251,9.205320,0.004249,0.122237,3.245531,3.249510,9.847639,0.004785,0.147266
HDD,32/1Mb,c,1,8,std::chrono::system_clock::now(),3.472970,3.475841,9.206406,0.004120,0.118541,3.245710,3.249035,9.849078,0.004649,0.143102
HDD,32/1Mb,c,1,9,std::chrono::system_clock::now(),3.471589,3.475368,9.207657,0.004108,0.118203,3.250779,3.249229,9.848491,0.004418,0.135961
HDD,32/1Mb,c,1,10,std::chrono::system_clock::now(),3.477024,3.475534,9.207219,0.003929,0.113039,3.245768,3.248883,9.849540,0.004318,0.132896
HDD,36/1Mb,c,1,1,std::chrono::system_clock::now(),3.897739,3.897739,9.236125,0.000000,0.000000,3.752163,3.752163,9.594467,0.000000,0.000000
HDD,36/1Mb,c,1,2,std::chrono::system_clock::now(),3.890251,3.893995,9.245004,0.003744,0.096141,3.762562,3.757363,9.581189,0.005200,0.138389
HDD,36/1Mb,c,1,3,std::chrono::system_clock::now(),3.878558,3.888849,9.257237,0.007893,0.202958,3.759886,3.758204,9.579044,0.004409,0.117319
HDD,36/1Mb,c,1,4,std::chrono::system_clock::now(),3.898514,3.891266,9.251489,0.008015,0.205966,3.787712,3.765581,9.560278,0.013336,0.354148
HDD,36/1Mb,c,1,5,std::chrono::system_clock::now(),3.884636,3.889940,9.254642,0.007643,0.196490,3.761201,3.764705,9.562503,0.012056,0.320233
HDD,36/1Mb,c,1,6,std::chrono::system_clock::now(),3.893028,3.890454,9.253418,0.007072,0.181770,3.767483,3.765168,9.561327,0.011054,0.293586
HDD,36/1Mb,c,1,7,std::chrono::system_clock::now(),3.895301,3.891147,9.251771,0.006763,0.173811,3.763438,3.764921,9.561955,0.010252,0.272301
HDD,36/1Mb,c,1,8,std::chrono::system_clock::now(),3.882648,3.890084,9.254298,0.006923,0.177956,3.762719,3.764645,9.562654,0.009617,0.255466
HDD,36/1Mb,c,1,9,std::chrono::system_clock::now(),3.891693,3.890263,9.253873,0.006546,0.168273,3.764074,3.764582,9.562815,0.009069,0.240907
HDD,36/1Mb,c,1,10,std::chrono::system_clock::now(),3.896627,3.890900,9.252359,0.006497,0.166983,3.764094,3.764533,9.562939,0.008605,0.228580
HDD,40/1Mb,c,1,1,std::chrono::system_clock::now(),4.327237,4.327237,9.243774,0.000000,0.000000,4.141466,4.141466,9.658415,0.000000,0.000000
HDD,40/1Mb,c,1,2,std::chrono::system_clock::now(),4.309086,4.318162,9.263201,0.009076,0.210171,4.142700,4.142083,9.656977,0.000617,0.014886
HDD,40/1Mb,c,1,3,std::chrono::system_clock::now(),4.313011,4.316445,9.266886,0.007798,0.180651,4.163188,4.149118,9.640603,0.009962,0.240089
HDD,40/1Mb,c,1,4,std::chrono::system_clock::now(),4.332217,4.320388,9.258428,0.009604,0.222303,4.142129,4.147371,9.644665,0.009142,0.220437
HDD,40/1Mb,c,1,5,std::chrono::system_clock::now(),4.313007,4.318912,9.261593,0.009084,0.210320,4.141683,4.146233,9.647311,0.008488,0.204709
HDD,40/1Mb,c,1,6,std::chrono::system_clock::now(),4.315682,4.318373,9.262747,0.008379,0.194031,4.140447,4.145269,9.649555,0.008043,0.194020
HDD,40/1Mb,c,1,7,std::chrono::system_clock::now(),4.316975,4.318174,9.263176,0.007773,0.180004,4.139316,4.144418,9.651535,0.007732,0.186563
HDD,40/1Mb,c,1,8,std::chrono::system_clock::now(),4.317475,4.318086,9.263363,0.007275,0.168466,4.142546,4.144184,9.652080,0.007259,0.175163
HDD,40/1Mb,c,1,9,std::chrono::system_clock::now(),4.314470,4.317684,9.264225,0.006952,0.161013,4.140460,4.143770,9.653044,0.006943,0.167560
HDD,40/1Mb,c,1,10,std::chrono::system_clock::now(),4.310656,4.316982,9.265733,0.006924,0.160391,4.141874,4.143581,9.653486,0.006612,0.159561
HDD,44/1Mb,c,1,1,std::chrono::system_clock::now(),4.888747,4.888747,9.000261,0.000000,0.000000,4.589966,4.589966,9.586128,0.000000,0.000000
HDD,44/1Mb,c,1,2,std::chrono::system_clock::now(),4.879709,4.884228,9.008589,0.004519,0.092526,4.573693,4.581829,9.603151,0.008136,0.177577
HDD,44/1Mb,c,1,3,std::chrono::system_clock::now(),4.951755,4.906737,8.967263,0.032046,0.653095,5.467651,4.877103,9.021749,0.417633,8.563140
HDD,44/1Mb,c,1,4,std::chrono::system_clock::now(),4.884393,4.901151,8.977483,0.029390,0.599665,4.587063,4.804593,9.157903,0.382866,7.968747
HDD,44/1Mb,c,1,5,std::chrono::system_clock::now(),4.890901,4.899101,8.981240,0.026605,0.543068,4.576661,4.759007,9.245627,0.354375,7.446403
HDD,44/1Mb,c,1,6,std::chrono::system_clock::now(),4.866471,4.893663,8.991221,0.027162,0.555038,4.594423,4.731576,9.299227,0.329262,6.958824
HDD,44/1Mb,c,1,7,std::chrono::system_clock::now(),4.866153,4.889733,8.998447,0.026926,0.550672,4.589664,4.711303,9.339243,0.308856,6.555633
HDD,44/1Mb,c,1,8,std::chrono::system_clock::now(),4.872169,4.887537,9.002489,0.025848,0.528865,4.594323,4.696680,9.368319,0.291487,6.206231
HDD,44/1Mb,c,1,9,std::chrono::system_clock::now(),4.871288,4.885732,9.005816,0.024899,0.509636,4.572153,4.682844,9.395999,0.277589,5.927786
HDD,44/1Mb,c,1,10,std::chrono::system_clock::now(),5.405164,4.937675,8.911077,0.157610,3.191983,4.618301,4.676390,9.408968,0.264055,5.646555
HDD,48/1Mb,c,1,1,std::chrono::system_clock::now(),5.475038,5.475038,8.767062,0.000000,0.000000,5.000843,5.000843,9.598381,0.000000,0.000000
HDD,48/1Mb,c,1,2,std::chrono::system_clock::now(),5.530525,5.502782,8.722861,0.027743,0.504167,4.992428,4.996636,9.606464,0.004208,0.084209
HDD,48/1Mb,c,1,3,std::chrono::system_clock::now(),5.424860,5.476808,8.764230,0.043156,0.787970,5.006780,5.000017,9.599967,0.005888,0.117761
HDD,48/1Mb,c,1,4,std::chrono::system_clock::now(),5.354736,5.446290,8.813339,0.064737,1.188636,5.007337,5.001847,9.596455,0.006004,0.120037
HDD,48/1Mb,c,1,5,std::chrono::system_clock::now(),5.531684,5.463369,8.785788,0.067226,1.230495,5.014536,5.004385,9.591588,0.007389,0.147655
HDD,48/1Mb,c,1,6,std::chrono::system_clock::now(),5.970300,5.547857,8.651989,0.198640,3.580479,5.016766,5.006448,9.587635,0.008173,0.163241
HDD,48/1Mb,c,1,7,std::chrono::system_clock::now(),5.420826,5.529710,8.680383,0.189201,3.421532,5.009314,5.006858,9.586851,0.007633,0.152441
HDD,48/1Mb,c,1,8,std::chrono::system_clock::now(),5.452551,5.520065,8.695550,0.178811,3.239297,5.005624,5.006704,9.587146,0.007151,0.142833
HDD,48/1Mb,c,1,9,std::chrono::system_clock::now(),5.421926,5.509161,8.712761,0.171383,3.110873,5.000956,5.006065,9.588369,0.006980,0.139430
HDD,48/1Mb,c,1,10,std::chrono::system_clock::now(),5.428342,5.501079,8.725561,0.164386,2.988250,4.996479,5.005106,9.590206,0.007219,0.144240
HDD,52/1Mb,c,1,1,std::chrono::system_clock::now(),5.751807,5.751807,9.040637,0.000000,0.000000,5.350062,5.350062,9.719513,0.000000,0.000000
HDD,52/1Mb,c,1,2,std::chrono::system_clock::now(),6.257961,6.004884,8.659617,0.253077,4.214519,5.370869,5.360466,9.700650,0.010403,0.194074
HDD,52/1Mb,c,1,3,std::chrono::system_clock::now(),5.756072,5.921947,8.780896,0.237604,4.012269,5.360968,5.360633,9.700347,0.008498,0.158517
HDD,52/1Mb,c,1,4,std::chrono::system_clock::now(),5.755705,5.880386,8.842956,0.217999,3.707229,5.362780,5.361170,9.699376,0.007418,0.138357
HDD,52/1Mb,c,1,5,std::chrono::system_clock::now(),5.745925,5.853494,8.883583,0.202267,3.455484,5.355736,5.360083,9.701342,0.006981,0.130248
HDD,52/1Mb,c,1,6,std::chrono::system_clock::now(),5.740702,5.834696,8.912204,0.189368,3.245543,5.348521,5.358156,9.704831,0.007693,0.143579
HDD,52/1Mb,c,1,7,std::chrono::system_clock::now(),5.727461,5.819376,8.935665,0.179291,3.080932,5.348261,5.356742,9.707392,0.007920,0.147842
HDD,52/1Mb,c,1,8,std::chrono::system_clock::now(),6.086381,5.852752,8.884709,0.189538,3.238440,5.915970,5.426646,9.582346,0.185095,3.410862
HDD,52/1Mb,c,1,9,std::chrono::system_clock::now(),5.744726,5.840749,8.902968,0.181894,3.114228,5.355746,5.418768,9.596277,0.175926,3.246612
